word,lemma,esdb_pos
margins,margin,ns
maria,mare,ns
marinas,marina,ns
marines,marine,ns
marked,mark,vd
markers,marker,ns
markets,market,ms
marking,mark,vg
markkaa,markka,ns
marks,mark,ms
markups,markup,ns
marlins,marlin,ns
marmots,marmot,ns
maroons,maroon,vs
marques,marque,ns
marred,mar,vd
married,marry,vd
marries,marry,vs
marring,mar,vg
marrows,marrow,ns
mars,mar,vs
marshes,marsh,ns
martens,marten,ns
martins,martin,ns
marts,mart,ns
martyrs,martyr,ms
marvels,marvel,ms
mas,ma,ns
masas,masa,ns
mascots,mascot,ns
masers,maser,ns
mashed,mash,vd
mashers,masher,ns
mashes,mash,vs
mashing,mash,vg
mashups,mashup,ns
masked,mask,vd
maskers,masker,ns
masking,mask,vg
masks,mask,ms
masons,mason,ns
masques,masque,ns
massed,mas,vd
massed,mass,vd
masses,mas,vs
masses,mass,ms
massifs,massif,ns
massing,mas,vg
massing,mass,vg
masters,master,ms
masts,mast,ns
matched,match,vd
matches,match,ms
mated,mate,vd
maters,mater,ns
mates,mate,ms
mateys,matey,ns
mating,mate,vg
matings,mating,ns
matrons,matron,ns
mats,mat,ms
matted,mat,vd
matted,matte,vd
matters,matter,ms
mattes,matte,ms
matting,mat,vg
matting,matte,vg
matured,mature,vd
maturer,mature,aj1
matures,mature,vs
matzoth,matzo,ns
matzoth,matzoh,ns
mauled,maul,vd
maulers,mauler,ns
mauling,maul,vg
mauls,maul,ms
mavens,maven,ns
maws,maw,ns
maxed,max,vd
maxes,max,vs
maxima,maximum,ns
maxims,maxim,ns
maxing,max,vg
maxis,maxi,ns
maybes,maybe,ns
maydays,mayday,ns
mayors,mayor,ns
mazes,maze,ns
meadows,meadow,ns
mealier,mealy,aj1
meals,meal,ns
meaner,mean,aj1
meanest,mean,aj2
meanies,meanie,ns
meanies,meany,ns
meaning,mean,vg
means,mean,ms
meant,mean,vd
meatier,meaty,aj1
meats,meat,ns
meccas,mecca,ns
medals,medal,ns
meddled,meddle,vd
meddles,meddle,vs
media,medium,ns
medians,median,ns
medicos,medico,ns
medics,medic,ns
mediums,medium,ns
medleys,medley,ns
meds,med,ns
medusae,medusa,ns
meeker,meek,aj1
meekest,meek,aj2
meeting,meet,vg
meets,meet,ms
meetups,meetup,ns
megs,meg,ns
melded,meld,vd
melding,meld,vg
melds,meld,ms
melees,melee,ns
mellows,mellow,vs
melons,melon,ns
melted,melt,vd
melting,melt,vg
melts,melt,ms
members,member,ns
memes,meme,ns
memoirs,memoir,ns
memos,memo,ns
men,man,ns
menaced,menace,vd
menaces,menace,ms
menages,menage,ns
mended,mend,vd
menders,mender,ns
mending,mend,vg
mends,mend,ms
menials,menial,ns
menisci,meniscus,ns
mentees,mentee,ns
mentors,mentor,ms
menus,menu,ns
meowed,meow,vd
meowing,meow,vg
meows,meow,ms
mercers,mercer,ns
mercies,mercy,ns
meres,mere,ns
merest,mere,aj2
merged,merge,vd
mergers,merger,ns
merges,merge,vs
merging,merge,vg
merinos,merino,ns
merited,merit,vd
merits,merit,ms
mermen,merman,ns
merrier,merry,aj1
mesas,mesa,ns
mescals,mescal,ns
meshed,mesh,vd
meshes,mesh,ms
meshing,mesh,vg
mesons,meson,ns
messed,mess,vd
messes,mess,ms
messier,messy,aj1
messing,mess,vg
met,meet,vd
metaled,metal,vd
metals,metal,ns
metals,metal,vs
meted,mete,vd
meteors,meteor,ns
metered,meter,vd
meters,meter,ns
meters,meter,vs
metes,mete,ms
methods,method,ns
meths,meth,ns
metiers,metier,ns
meting,mete,vg
metrics,metric,ns
metros,metro,ns
mewed,mew,vd
mewing,mew,vg
mewled,mewl,vd
mewling,mewl,vg
mewls,mewl,vs
mews,mew,ms
mezzos,mezzo,ns
miasmas,miasma,ns
mice,mouse,ns
mickeys,mickey,ns
micks,mick,ns
microns,micron,ns
micros,micro,ns
mics,mic,ns
middens,midden,ns
middies,middy,ns
middles,middle,ns
midges,midge,ns
midgets,midget,ns
midis,midi,ns
midribs,midrib,ns
midways,midway,ns
miens,mien,ns
miffed,miff,vd
miffing,miff,vg
miffs,miff,vs
might,may,vd
mikados,mikado,ns
miked,mike,vd
mikes,mike,ms
miking,mike,vg
milder,mild,aj1
mildest,mild,aj2
mildews,mildew,vs
milers,miler,ns
miles,mile,ns
milfs,milf,ns
milieus,milieu,ns
milked,milk,vd
milkers,milker,ns
milkier,milky,aj1
milking,milk,vg
milkmen,milkman,ns
milks,milk,ms
milled,mill,vd
millers,miller,ns
milling,mill,vg
mills,mill,ms
mils,mil,ns
milted,milt,vd
milting,milt,vg
milts,milt,vs
mimed,mime,vd
mimes,mime,ms
mimics,mimic,ms
miming,mime,vg
mimosas,mimosa,ns
minced,mince,vd
mincers,mincer,ns
minces,mince,vs
mincing,mince,vg
minded,mind,vd
minders,minder,ns
minding,mind,vg
minds,mind,ms
mined,mine,vd
miners,miner,ns
mines,mine,ms
mingled,mingle,vd
mingles,mingle,vs
minima,minimum,ns
minims,minim,ns
mining,mine,vg
minions,minion,ns
minis,mini,ns
minks,mink,ns
minnows,minnow,ns
minored,minor,vd
minors,minor,ms
minted,mint,vd
minters,minter,ns
mintier,minty,aj1
minting,mint,vg
mints,mint,ms
minuets,minuet,ns
minuses,minus,ns
minuted,minute,vd
minuter,minute,aj1
minutes,minute,ms
minxes,minx,ns
mirages,mirage,ns
mired,mire,vd
mires,mire,vs
mirier,miry,aj1
miriest,miry,aj2
miring,mire,vg
mirrors,mirror,ms
miscued,miscue,vd
miscues,miscue,ns
miscues,miscue,vs
misdid,misdo,vd
misdoes,misdo,vs
misdone,misdo,vn
misers,miser,ns
misfits,misfit,ms
mishaps,mishap,ns
mishits,mishit,ms
mislaid,mislay,vd
mislays,mislay,vs
misled,mislead,vd
misos,miso,ns
missals,missal,ns
missed,miss,vd
misses,miss,ms
missing,miss,vg
misted,mist,vd
misters,mister,ns
mistier,misty,aj1
misting,mist,vg
mistook,mistake,vd
mists,mist,ms
misused,misuse,vd
misuses,misuse,ms
mitered,miter,vd
miters,miter,ms
mites,mite,ns
mittens,mitten,ns
mitts,mitt,ns
mitzvot,mitzvah,ns
mixed,mix,vd
mixers,mixer,ns
mixes,mix,ms
mixing,mix,vg
mizzens,mizzen,ns
moaned,moan,vd
moaners,moaner,ns
moaning,moan,vg
moans,moan,ms
moats,moat,ns
mobbed,mob,vd
mobbing,mob,vg
mobiles,mobile,ns
mobs,mob,ms
mochas,mocha,ns
mocked,mock,vd
mockers,mocker,ns
mocking,mock,vg
mocks,mock,vs
modals,modal,ns
modeled,model,vd
models,model,ms
modems,modem,ns
moderns,modern,ns
modes,mode,ns
modi,modus,ns
mods,mod,ns
modules,module,ns
moguls,mogul,ns
moiled,moil,vd
moiling,moil,vg
moils,moil,vs
moires,moire,ns
moister,moist,aj1
mojitos,mojito,ns
molars,molar,ns
molded,mold,vd
molders,molder,ns
molders,molder,vs
moldier,moldy,aj1
molding,mold,vg
molds,mold,ms
moles,mole,ns
molests,molest,vs
mollies,molly,ns
molls,moll,ns
molted,molt,vd
molters,molter,ns
molting,molt,vg
molts,molt,ms
moments,moment,ns
mommies,mommy,ns
moms,mom,ns
monads,monad,ns
moneys,money,ns
mongers,monger,ms
mongols,mongol,ns
monists,monist,ns
monkeys,monkey,ms
monks,monk,ns
months,month,ns
mooched,mooch,vd
mooches,mooch,ms
moodier,moody,aj1
moods,mood,ns
mooed,moo,vd
mooing,moo,vg
mooned,moon,vd
mooning,moon,vg
moonlit,moonlight,vd
moons,moon,ms
moored,moor,vd
mooring,moor,vg
moors,moor,ms
moos,moo,ms
mooted,moot,vd
mooting,moot,vg
moots,moot,vs
moped,mope,vd
mopeds,moped,ns
mopers,moper,ns
mopes,mope,ms
mopier,mopey,aj1
mopier,mopy,aj1
mopiest,mopey,aj2
mopiest,mopy,aj2
moping,mope,vg
mopped,mop,vd
moppets,moppet,ns
mopping,mop,vg
mops,mop,ms
morals,moral,ns
morays,moray,ns
more,many,av1
more,many,d1
morels,morel,ns
morgues,morgue,ns
morns,morn,ns
morons,moron,ns
morphed,morph,vd
morphs,morph,vs
morrows,morrow,ns
morsels,morsel,ns
mortals,mortal,ns
mortars,mortar,ms
mosaics,mosaic,ns
moseyed,mosey,vd
moseys,mosey,vs
moshed,mosh,vd
moshes,mosh,vs
moshing,mosh,vg
mosques,mosque,ns
mosses,moss,ns
mossier,mossy,aj1
most,many,av2
most,many,d2
motels,motel,ns
motes,mote,ns
motets,motet,ns
mothers,mother,ms
moths,moth,ns
motifs,motif,ns
motions,motion,ms
motives,motive,ns
motleys,motley,ns
motlier,motley,aj1
motored,motor,vd
motors,motor,ms
mots,mot,ns
mottled,mottle,vd
mottles,mottle,vs
mottoes,motto,ns
moues,moue,ns
mounded,mound,vd
mounds,mound,ms
mounted,mount,vd
mounts,mount,ms
mourned,mourn,vd
mourns,mourn,vs
moused,mouse,vd
mousers,mouser,ns
mouses,mouse,vs
mousier,mousy,aj1
mousing,mouse,vg
moussed,mousse,vd
mousses,mousse,ms
mouthed,mouth,vd
mouths,mouth,ms
moved,move,vd
movers,mover,ns
moves,move,ms
movies,movie,ns
moving,move,vg
mowed,mow,vd
mowed,mow,vn
mowers,mower,ns
mowing,mow,vg
mows,mow,ms
mucked,muck,vd
muckier,mucky,aj1
mucking,muck,vg
mucks,muck,vs
muddied,muddy,vd
muddier,muddy,aj1
muddies,muddy,vs
muddled,muddle,vd
muddles,muddle,ms
muffed,muff,vd
muffing,muff,vg
muffins,muffin,ns
muffled,muffle,vd
muffles,muffle,vs
muffs,muff,ms
muftis,mufti,ns
mugfuls,mugful,ns
mugged,mug,vd
muggers,mugger,ns
muggier,muggy,aj1
mugging,mug,vg
muggles,muggle,ns
mugs,mug,ms
mukluks,mukluk,ns
mulched,mulch,vd
mulches,mulch,ms
mulcted,mulct,vd
mulcts,mulct,ms
mules,mule,ns
mullahs,mullah,ns
mulled,mull,vd
mullets,mullet,ns
mulling,mull,vg
mulls,mull,vs
mumbled,mumble,vd
mumbles,mumble,ms
mummers,mummer,ns
mummies,mummy,ns
munched,munch,vd
munches,munch,vs
munis,muni,ns
murals,mural,ns
murders,murder,ms
murkier,murky,aj1
murks,murk,ns
murmurs,murmur,ms
mus,mu,ns
muscats,muscat,ns
muscled,muscle,vd
muscles,muscle,ms
mused,muse,vd
muses,muse,ms
museums,museum,ns
mushed,mush,vd
mushers,musher,ns
mushes,mush,vs
mushier,mushy,aj1
mushing,mush,vg
musing,muse,vg
musings,musing,ns
muskegs,muskeg,ns
muskets,musket,ns
muskier,musky,aj1
muskies,muskie,ns
mussed,muss,vd
mussels,mussel,ns
musses,muss,ms
mussier,mussy,aj1
mussing,muss,vg
musters,muster,ms
mustier,musty,aj1
musts,must,ns
mutants,mutant,ns
mutated,mutate,vd
mutates,mutate,vs
muted,mute,vd
muter,mute,aj1
mutes,mute,ms
mutest,mute,aj2
muting,mute,vg
mutters,mutter,ms
mutts,mutt,ns
muumuus,muumuu,ns
muzzled,muzzle,vd
muzzles,muzzle,ms
mynas,myna,ns
myriads,myriad,ns
myrtles,myrtle,ns
mystics,mystic,ns
myths,myth,ns
naans,naan,ns
nabbed,nab,vd
nabbing,nab,vg
nabobs,nabob,ns
nabs,nab,vs
nachos,nacho,ns
nadirs,nadir,ns
naffer,naff,aj1
naffest,naff,aj2
nagged,nag,vd
naggers,nagger,ns
nagging,nag,vg
nags,nag,ms
naiads,naiad,ns
naifs,naif,ns
nailed,nail,vd
nailing,nail,vg
nails,nail,ms
naiver,naive,aj1
naivest,naive,aj2
named,name,vd
names,name,ms
naming,name,vg
nannies,nanny,ns
napalms,napalm,vs
napes,nape,ns
napkins,napkin,ns
napped,nap,vd
nappers,napper,ns
nappier,nappy,aj1
nappies,nappy,ns
napping,nap,vg
naps,nap,ms
narcos,narco,ns
narcs,narc,ns
narcs,narc,vs
narrows,narrow,ms
nasals,nasal,ns
nastier,nasty,aj1
nations,nation,ns
natives,native,ns
natters,natter,ms
nattier,natty,aj1
natures,nature,ns
naughts,naught,ns
navels,navel,ns
naves,nave,ns
navies,navy,ns
navvies,navvy,ns
nays,nay,ns
neaps,neap,ns
neared,near,vd
nearer,near,a1
nearest,near,a2
nearing,near,vg
nears,near,vs
neatens,neaten,vs
neater,neat,aj1
neatest,neat,aj2
nebulae,nebula,ns
necked,neck,vd
necking,neck,vg
necks,neck,ms
needed,need,vd
needier,needy,aj1
needing,need,vg
needled,needle,vd
needles,needle,ms
needs,need,ms
negated,negate,vd
negates,negate,vs
neighed,neigh,vd
neighs,neigh,ms
nelsons,nelson,ns
nemeses,nemesis,ns
neocons,neocon,ns
nephews,nephew,ns
nerdier,nerdy,aj1
nerds,nerd,ns
nerved,nerve,vd
nerves,nerve,ms
nervier,nervy,aj1
nerving,nerve,vg
nested,nest,vd
nesting,nest,vg
nestled,nestle,vd
nestles,nestle,vs
nests,nest,ms
nets,net,ms
netted,net,vd
netting,net,vg
nettled,nettle,vd
nettles,nettle,ms
neurons,neuron,ns
neuters,neuter,ms
nevi,nevus,ns
newbies,newbie,ns
newels,newel,ns
newer,new,a1
newest,new,a2
newsier,newsy,aj1
newsmen,newsman,ns
newtons,newton,ns
newts,newt,ns
nexuses,nexus,ns
nibbled,nibble,vd
nibbles,nibble,ms
nibs,nib,ns
nicer,nice,aj1
nicest,nice,aj2
niches,niche,ns
nicked,nick,vd
nickels,nickel,ns
nickers,nicker,ms
nicking,nick,vg
nicks,nick,ms
nieces,niece,ns
niftier,nifty,aj1
niggled,niggle,vd
niggles,niggle,ms
nigher,nigh,a1
nighest,nigh,a2
nights,night,ns
nimbi,nimbus,ns
nimbler,nimble,aj1
nimrods,nimrod,ns
nines,nine,ns
ninjas,ninja,ns
ninnies,ninny,ns
ninths,ninth,ns
nipped,nip,vd
nippers,nipper,ns
nippier,nippy,aj1
nipping,nip,vg
nipples,nipple,ns
nips,nip,ms
nits,nit,ns
nitwits,nitwit,ns
nixed,nix,vd
nixes,nix,vs
nixing,nix,vg
nobbled,nobble,vd
nobbles,nobble,vs
nobler,noble,aj1
nobles,noble,ns
noblest,noble,aj2
nobs,nob,ns
nodded,nod,vd
nodding,nod,vg
noddles,noddle,ns
nodes,node,ns
nods,nod,ms
nodules,nodule,ns
noels,noel,ns
noggins,noggin,ns
noirs,noir,ns
noised,noise,vd
noises,noise,ms
noisier,noisy,aj1
noising,noise,vg
nomads,nomad,ns
nonages,nonage,ns
noncoms,noncom,ns
noodled,noodle,vd
noodles,noodle,ms
nooks,nook,ns
nooses,noose,ns
noris,nori,ns
norms,norm,ns
nosed,nose,vd
noses,nose,ms
noshed,nosh,vd
noshers,nosher,ns
noshes,nosh,ms
noshing,nosh,vg
nosier,nosy,aj1
nosiest,nosy,aj2
nosing,nose,vg
notated,notate,vd
notates,notate,vs
notched,notch,vd
notches,notch,ms
noted,note,vd
notes,note,ms
noticed,notice,vd
notices,notice,ms
noting,note,vg
notions,notion,ns
nougats,nougat,ns
nouns,noun,ns
novas,nova,ns
novels,novel,ns
novenas,novena,ns
novene,novena,ns
novices,novice,ns
nozzles,nozzle,ns
nuances,nuance,ns
nubbier,nubby,aj1
nubbins,nubbin,ns
nubs,nub,ns
nuclei,nucleus,ns
nuder,nude,aj1
nudes,nude,ns
nudest,nude,aj2
nudged,nudge,vd
nudges,nudge,ms
nudging,nudge,vg
nudists,nudist,ns
nuggets,nugget,ns
nuked,nuke,vd
nukes,nuke,ms
nuking,nuke,vg
nulls,null,vs
numbed,numb,vd
number,numb,aj1
numbers,number,ms
numbest,numb,aj2
numbing,numb,vg
numbs,numb,vs
nuncios,nuncio,ns
nuns,nun,ns
nursed,nurse,vd
nursers,nurser,ns
nurses,nurse,ms
nursing,nurse,vg
nus,nu,ns
nutmegs,nutmeg,ns
nutrias,nutria,ns
nuts,nut,ms
nutted,nut,vd
nutters,nutter,ns
nuttier,nutty,aj1
nutting,nut,vg
nuzzled,nuzzle,vd
nuzzles,nuzzle,ms
nymphos,nympho,ns
nymphs,nymph,ns
oafs,oaf,ns
oaks,oak,ns
oared,oar,vd
oaring,oar,vg
oars,oar,ms
oarsmen,oarsman,ns
oases,oasis,ns
oaths,oath,ns
obeyed,obey,vd
obeying,obey,vg
obeys,obey,vs
obis,obi,ns
obits,obit,ns
objects,object,ms
obliged,oblige,vd
obliges,oblige,vs
oblongs,oblong,ns
oboes,oboe,ns
oboists,oboist,ns
obtains,obtain,vs
obtuser,obtuse,aj1
occurs,occur,vs
oceans,ocean,ns
ocelots,ocelot,ns
ockers,ocker,ns
octanes,octane,ns
octaves,octave,ns
octavos,octavo,ns
octets,octet,ns
oculars,ocular,ns
odder,odd,aj1
oddest,odd,aj2
odes,ode,ns
odors,odor,ns
oeuvres,oeuvre,ns
offed,off,vd
offends,offend,vs
offered,offer,vd
offers,offer,ms
offices,office,ns
offing,off,vg
offings,offing,ns
offs,off,vs
offsets,offset,ms
oftener,often,av1
ogled,ogle,vd
oglers,ogler,ns
ogles,ogle,ms
ogling,ogle,vg
ogres,ogre,ns
ohms,ohm,ns
ohs,oh,ns
oiks,oik,ns
oilcans,oilcan,ns
oiled,oil,vd
oilier,oily,aj1
oiliest,oily,aj2
oiling,oil,vg
oilmen,oilman,ns
oils,oil,ms
oinked,oink,vd
oinking,oink,vg
oinks,oink,ms
okapis,okapi,ns
okayed,okay,vd
okaying,okay,vg
okays,okay,ns
okays,okay,vs
okras,okra,ns
older,old,aj1
older,olde,aj1
oldest,old,aj2
oldest,olde,aj2
oldies,oldie,ns
olives,olive,ns
omegas,omega,ns
omelets,omelet,ns
omens,omen,ns
omits,omit,vs
omitted,omit,vd
oms,om,ns
ones,one,ns
ones,one,pns
oneself,one,pnr0
onesies,onesie,ns
onions,onion,ns
onsets,onset,ns
onuses,onus,ns
onyxes,onyx,ns
oohed,ooh,vd
oohing,ooh,vg
oohs,ooh,vs
oozed,ooze,vd
oozes,ooze,vs
oozier,oozy,aj1
ooziest,oozy,aj2
oozing,ooze,vg
opals,opal,ns
opaqued,opaque,vd
opaquer,opaque,aj1
opaques,opaque,vs
opcodes,opcode,ns
oped,ope,vd
opened,open,vd
opener,open,aj1
openers,opener,ns
openest,open,aj2
opening,open,vg
opens,open,ms
opera,opus,ns
operas,opera,ns
opes,ope,vs
opiates,opiate,ns
opined,opine,vd
opines,opine,vs
oping,ope,vg
opining,opine,vg
opioids,opioid,ns
opposed,oppose,vd
opposes,oppose,vs
ops,op,ns
opted,opt,vd
optics,optic,ns
optima,optimum,ns
opting,opt,vg
options,option,ms
opts,opt,vs
oracles,oracle,ns
orals,oral,ns
oranges,orange,ns
orated,orate,vd
orates,orate,vs
orating,orate,vg
orators,orator,ns
orbited,orbit,vd
orbits,orbit,ms
orbs,orb,ns
orcas,orca,ns
orchids,orchid,ns
orcs,orc,ns
ordains,ordain,vs
ordeals,ordeal,ns
ordered,order,vd
orders,order,ms
ores,ore,ns
organs,organ,ns
orgasms,orgasm,ns
orgies,orgy,ns
oriels,oriel,ns
orients,orient,vs
origins,origin,ns
orioles,oriole,ns
orisons,orison,ns
orphans,orphan,ms
orrises,orris,ns
osiers,osier,ns
ospreys,osprey,ns
ostlers,ostler,ns
others,other,pns
otters,otter,ns
ounces,ounce,ns
our,we,pnd
ours,we,pnp
ourself,we,pnrs
ousted,oust,vd
ousters,ouster,ns
ousting,oust,vg
ousts,oust,vs
outages,outage,ns
outbids,outbid,vs
outdid,outdo,vd
outdoes,outdo,vs
outdone,outdo,vn
outdrew,outdraw,vd
outed,out,vd
outfits,outfit,ms
outgoes,outgo,ns
outgrew,outgrow,vd
outguns,outgun,vs
outhits,outhit,vs
outing,out,vg
outings,outing,ns
outlaid,outlay,vd
outlaws,outlaw,ms
outlays,outlay,ms
outlets,outlet,ns
outputs,output,ms
outran,outrun,vd
outruns,outrun,vs
outs,out,ms
outsets,outset,ns
outsold,outsell,vd
outwits,outwit,vs
outwore,outwear,vd
outworn,outwear,vn
ouzos,ouzo,ns
ova,ovum,ns
ovals,oval,ns
ovaries,ovary,ns
ovens,oven,ns
overate,overeat,vd
overdid,overdo,vd
overfed,overfeed,vd
overlay,overlie,vd
overran,overrun,vd
overs,over,ns
oversaw,oversee,vd
ovoids,ovoid,ns
ovules,ovule,ns
owed,owe,vd
owes,owe,vs
owing,owe,vg
owlets,owlet,ns
owls,owl,ns
owned,own,vd
owners,owner,ns
owning,own,vg
owns,own,vs
oxbows,oxbow,ns
oxcarts,oxcart,ns
oxen,ox,ns
oxfords,oxford,ns
oxides,oxide,ns
oxtails,oxtail,ns
oxymora,oxymoron,ns
oysters,oyster,ns
paced,pace,vd
pacers,pacer,ns
paces,pace,ms
pacier,pacey,aj1
pacier,pacy,aj1
paciest,pacey,aj2
paciest,pacy,aj2
pacing,pace,vg
packed,pack,vd
packers,packer,ns
packets,packet,ns
packing,pack,vg
packs,pack,ms
pacts,pact,ns
padded,pad,vd
paddies,paddy,ns
padding,pad,vg
paddled,paddle,vd
paddles,paddle,ms
padres,padre,ns
pads,pad,ms
paeans,paean,ns
paellas,paella,ns
pagans,pagan,ns
paged,page,vd
pagers,pager,ns
pages,page,ms
paging,page,vg
pagodas,pagoda,ns
paid,pay,vd
pails,pail,ns
pained,pain,vd
paining,pain,vg
pains,pain,ms
painted,paint,vd
paints,paint,ms
paired,pair,vd
pairing,pair,vg
pairs,pair,ns
pairs,pair,vs
palaces,palace,ns
palates,palate,ns
palazzi,palazzo,ns
paled,pale,vd
paler,pale,aj1
pales,pale,ms
palest,pale,aj2
paling,pale,vg
palings,paling,ns
palled,pal,vd
palled,pall,vd
pallets,pallet,ns
palling,pal,vg
palling,pall,vg
palls,pall,ms
palmed,palm,vd
palmier,palmy,aj1
palming,palm,vg
palms,palm,ms
pals,pal,ms
palsied,palsy,vd
palsies,palsy,ms
pampers,pamper,vs
panamas,panama,ns
pandas,panda,ns
panders,pander,ms
paneled,panel,vd
panels,panel,ms
panes,pane,ns
pangs,pang,ns
panics,panic,ms
panned,pan,vd
panning,pan,vg
pans,pan,ms
pansies,pansy,ns
panted,pant,vd
panties,pantie,ns
panting,pant,vg
pantos,panto,ns
pants,pant,ms
papas,papa,ns
papayas,papaya,ns
papered,paper,vd
papers,paper,ms
papists,papist,ns
pappies,pappy,ns
paps,pap,ns
papyri,papyrus,ns
paraded,parade,vd
parades,parade,ms
paras,para,ns
parcels,parcel,ms
parched,parch,vd
parches,parch,vs
pardons,pardon,ms
pared,pare,vd
parents,parent,ms
parers,parer,ns
pares,pare,vs
pariahs,pariah,ns
paring,pare,vg
parings,paring,ns
parkas,parka,ns
parked,park,vd
parking,park,vg
parks,park,ms
parlays,parlay,ms
parleys,parley,ms
parlors,parlor,ns
paroled,parole,vd
paroles,parole,vs
parred,par,vd
parried,parry,vd
parries,parry,ms
parring,par,vg
parrots,parrot,ms
pars,par,ms
parsecs,parsec,ns
parsed,parse,vd
parses,parse,vs
parsing,parse,vg
parsons,parson,ns
parted,part,vd
partied,party,vd
parties,party,ms
parting,part,vg
partook,partake,vd
parts,part,ms
pas,pa,ns
pascals,pascal,ns
pashas,pasha,ns
passed,pass,vd
passels,passel,ns
passers,passer,ns
passes,pass,ms
passing,pass,vg
pastas,pasta,ns
pasted,paste,vd
pastels,pastel,ns
pastes,paste,ms
pastier,pasty,aj1
pasties,pasty,ns
pasting,paste,vg
pastors,pastor,ns
pasts,past,ns
patched,patch,vd
patches,patch,ms
patents,patent,ms
pates,pate,ns
paths,path,ns
patinas,patina,ns
patine,patina,ns
patios,patio,ns
patrols,patrol,ms
patrons,patron,ns
pats,pat,ms
patsies,patsy,ns
patted,pat,vd
patters,patter,ms
patties,patty,ns
patting,pat,vg
paupers,pauper,ns
paused,pause,vd
pauses,pause,ms
pausing,pause,vg
paved,pave,vd
pavers,paver,ns
paves,pave,vs
paving,pave,vg
pavings,paving,ns
pawed,paw,vd
pawing,paw,vg
pawls,pawl,ns
pawned,pawn,vd
pawning,pawn,vg
pawns,pawn,ms
pawpaws,pawpaw,ns
paws,paw,ms
paydays,payday,ns
payed,pay,vd
payees,payee,ns
payers,payer,ns
paying,pay,vg
payoffs,payoff,ns
payouts,payout,ns
pays,pay,vs
peaces,peace,ns
peaches,peach,ns
peahens,peahen,ns
peaked,peak,vd
peaking,peak,vg
peaks,peak,ms
pealed,peal,vd
pealing,peal,vg
peals,peal,ms
peanuts,peanut,ns
pearled,pearl,vd
pearls,pearl,ms
pears,pear,ns
peas,pea,ns
peatier,peaty,aj1
pebbled,pebble,vd
pebbles,pebble,ms
pecans,pecan,ns
pecked,peck,vd
peckers,pecker,ns
pecking,peck,vg
pecks,peck,ms
pecs,pec,ns
pedaled,pedal,vd
pedalos,pedalo,ns
pedals,pedal,ms
pedants,pedant,ns
peddled,peddle,vd
peddles,peddle,vs
peed,pee,vd
peeing,pee,vg
peeked,peek,vd
peeking,peek,vg
peeks,peek,ms
peeled,peel,vd
peelers,peeler,ns
peeling,peel,vg
peels,peel,ms
peens,peen,ns
peeped,peep,vd
peepers,peeper,ns
peeping,peep,vg
peeps,peep,ms
peered,peer,vd
peering,peer,vg
peers,peer,ms
pees,pee,ms
peeved,peeve,vd
peeves,peeve,ms
peeving,peeve,vg
peewees,peewee,ns
peewits,peewit,ns
pegged,peg,vd
pegging,peg,vg
pegs,peg,ms
pekes,peke,ns
pellets,pellet,ms
pelmets,pelmet,ns
pelted,pelt,vd
pelting,pelt,vg
pelts,pelt,ms
pence,penny,ns
pencils,pencil,ms
pended,pend,vd
pending,pend,vg
pends,pend,vs
penises,penis,ns
penmen,penman,ns
penned,pen,vd
pennies,penny,ns
penning,pen,vg
pennons,pennon,ns
pens,pen,ns
pens,pen,vs
peonies,peony,ns
peons,peon,ns
people,person,ns
peopled,people,vd
peoples,people,ns
peoples,people,vs
pepped,pep,vd
peppers,pepper,ms
peppier,peppy,aj1
pepping,pep,vg
peps,pep,vs
peptics,peptic,ns
perched,perch,vd
perches,perch,ns
perches,perch,vs
periled,peril,vd
perils,peril,ms
perinea,perineum,ns
periods,period,ns
perked,perk,vd
perkier,perky,aj1
perking,perk,vg
perks,perk,ms
permed,perm,vd
perming,perm,vg
permits,permit,ms
perms,perm,ms
perps,perp,ns
persons,person,ns
perter,pert,aj1
pertest,pert,aj2
perukes,peruke,ns
perused,peruse,vd
peruses,peruse,vs
pervs,perv,ns
pesetas,peseta,ns
peskier,pesky,aj1
pesos,peso,ns
pesters,pester,vs
pestled,pestle,vd
pestles,pestle,ms
pests,pest,ns
petals,petal,ns
petards,petard,ns
petered,peter,vd
peters,peter,ms
petites,petite,ns
petrels,petrel,ns
pets,pet,ms
petted,pet,vd
pettier,petty,aj1
petting,pet,vg
pewees,pewee,ns
pewits,pewit,ns
pews,pew,ns
pewters,pewter,ns
phalli,phallus,ns
phased,phase,vd
phasers,phaser,ns
phases,phase,ms
phasing,phase,vg
phenols,phenol,ns
phenoms,phenom,ns
phials,phial,ns
phis,phi,ns
phobias,phobia,ns
phobics,phobic,ns
phoebes,phoebe,ns
phoned,phone,vd
phones,phone,ms
phonied,phony,vd
phonier,phoney,aj1
phonier,phony,aj1
phonies,phony,ns
phonies,phony,vs
phoning,phone,vg
phonons,phonon,ns
photoed,photo,vd
photons,photon,ns
photos,photo,ms
phrased,phrase,vd
phrases,phrase,ms
phyla,phylum,ns
physics,physic,vs
physios,physio,ns
pianos,piano,ns
piazzas,piazza,ns
picked,pick,vd
pickers,picker,ns
pickets,picket,ms
pickier,picky,aj1
picking,pick,vg
pickled,pickle,vd
pickles,pickle,ms
picks,pick,ms
pickups,pickup,ns
picnics,picnic,ms
picots,picot,ns
pics,pic,ns
piddled,piddle,vd
piddles,piddle,vs
pidgins,pidgin,ns
pieced,piece,vd
pieces,piece,ms
piecing,piece,vg
