word,lemma,esdb_pos
gibing,gibe,vg
giblets,giblet,ns
giddier,giddy,aj1
gifted,gift,vd
gifting,gift,vg
gifts,gift,ms
gigged,gig,vd
gigging,gig,vg
giggled,giggle,vd
giggles,giggle,ms
gigolos,gigolo,ns
gigs,gig,ms
gilded,gild,vd
gilders,gilder,ns
gilding,gild,vg
gilds,gild,ms
gillies,gillie,ns
gills,gill,ns
gilts,gilt,ns
gimlets,gimlet,ms
gimmes,gimme,ns
gimped,gimp,vd
gimping,gimp,vg
gimps,gimp,ms
gingers,ginger,ns
ginned,gin,vd
ginning,gin,vg
gins,gin,vs
girded,gird,vd
girders,girder,ns
girding,gird,vg
girdled,girdle,vd
girdles,girdle,ms
girds,gird,vs
girls,girl,ns
giros,giro,ns
girted,girt,vd
girths,girth,ns
girting,girt,vg
girts,girt,ms
gites,gite,ns
gits,git,ns
given,give,vn
givens,given,ns
givers,giver,ns
gives,give,vs
giving,give,vg
gizmos,gizmo,ns
glaceed,glace,vd
glaces,glace,vs
gladder,glad,aj1
glades,glade,ns
glads,glad,ns
glanced,glance,vd
glances,glance,ms
glandes,glans,ns
glands,gland,ns
glared,glare,vd
glares,glare,ms
glaring,glare,vg
glassed,glass,vd
glasses,glass,ms
glazed,glaze,vd
glazes,glaze,ms
glazing,glaze,vg
gleamed,gleam,vd
gleams,gleam,ms
gleaned,glean,vd
gleans,glean,vs
glens,glen,ns
glibber,glib,aj1
glided,glide,vd
gliders,glider,ns
glides,glide,ms
gliding,glide,vg
glinted,glint,vd
glints,glint,ms
gloated,gloat,vd
gloats,gloat,ms
globes,globe,ns
globs,glob,ns
gloried,glory,vd
glories,glory,ms
glossed,gloss,vd
glosses,gloss,ms
gloved,glove,vd
gloves,glove,ms
gloving,glove,vg
glowed,glow,vd
glowers,glower,ms
glowing,glow,vg
glows,glow,ms
glued,glue,vd
glues,glue,ms
gluier,gluey,aj1
gluiest,gluey,aj2
gluing,glue,vg
glummer,glum,aj1
gluons,gluon,ns
glutes,glute,ns
gluts,glut,ms
glutted,glut,vd
glyphs,glyph,ns
gnarled,gnarl,vd
gnarls,gnarl,ms
gnashed,gnash,vd
gnashes,gnash,ms
gnats,gnat,ns
gnawed,gnaw,vd
gnawed,gnaw,vn
gnawing,gnaw,vg
gnaws,gnaw,vs
gnomes,gnome,ns
gnus,gnu,ns
goaded,goad,vd
goading,goad,vg
goads,goad,ms
goalies,goalie,ns
goals,goal,ns
goatees,goatee,ns
goats,goat,ns
gobbed,gob,vd
gobbets,gobbet,ns
gobbing,gob,vg
gobbled,gobble,vd
gobbles,gobble,ms
goblets,goblet,ns
goblins,goblin,ns
gobs,gob,ms
godlier,godly,aj1
gods,god,ns
godsons,godson,ns
goers,goer,ns
goes,go,ns
goes,go,vs
gofers,gofer,ns
goggled,goggle,vd
goggles,goggle,ms
going,go,vg
goings,going,ns
goiters,goiter,ns
golds,gold,ns
golems,golem,ns
golfed,golf,vd
golfers,golfer,ns
golfing,golf,vg
golfs,golf,vs
gollies,golly,ns
gonads,gonad,ns
gone,go,vn
goners,goner,ns
gonged,gong,vd
gonging,gong,vg
gongs,gong,ms
goobers,goober,ns
goodies,goody,ns
goofed,goof,vd
goofier,goofy,aj1
goofing,goof,vg
goofs,goof,ms
googled,google,vd
googles,google,vs
gooier,gooey,aj1
gooiest,gooey,aj2
gooks,gook,ns
goons,goon,ns
goosed,goose,vd
gooses,goose,ns
gooses,goose,vs
goosing,goose,vg
gophers,gopher,ns
gored,gore,vd
gores,gore,vs
gorged,gorge,vd
gorges,gorge,ms
gorging,gorge,vg
gorgons,gorgon,ns
gorier,gory,aj1
goriest,gory,aj2
goring,gore,vg
gospels,gospel,ns
gossips,gossip,ms
got,get,vd
got,get,vn
goths,goth,ns
gotten,get,vn
gouged,gouge,vd
gougers,gouger,ns
gouges,gouge,ms
gouging,gouge,vg
gourdes,gourde,ns
gourds,gourd,ns
goutier,gouty,aj1
governs,govern,vs
gowned,gown,vd
gowning,gown,vg
gowns,gown,ms
grabbed,grab,vd
grabs,grab,ms
graced,grace,vd
graces,grace,ms
gracing,grace,vg
graded,grade,vd
graders,grader,ns
grades,grade,ms
grading,grade,vg
grads,grad,ns
grafted,graft,vd
grafts,graft,ms
grains,grain,ns
grams,gram,ns
grander,grand,aj1
grands,grand,ns
granges,grange,ns
grans,gran,ns
granted,grant,vd
grants,grant,ms
grapes,grape,ns
graphed,graph,vd
graphs,graph,ms
grasped,grasp,vd
grasps,grasp,ms
grassed,grass,vd
grasses,grass,ms
grated,grate,vd
graters,grater,ns
grates,grate,ms
grating,grate,vg
gratins,gratin,ns
graved,grave,vd
graved,grave,vn
gravels,gravel,vs
graver,grave,aj1
graves,grave,ms
gravest,grave,aj2
gravies,gravy,ns
graving,grave,vg
grayed,gray,vd
grayer,gray,aj1
grayest,gray,aj2
graying,gray,vg
grays,gray,ms
grazed,graze,vd
grazers,grazer,ns
grazes,graze,ms
grazing,graze,vg
greased,grease,vd
greases,grease,vs
greater,great,aj1
greats,great,ns
grebes,grebe,ns
greened,green,vd
greener,green,aj1
greens,green,ms
greeted,greet,vd
greets,greet,vs
grew,grow,vd
grids,grid,ns
griefs,grief,ns
grieved,grieve,vd
grieves,grieve,vs
grilled,grill,vd
grilles,grille,ns
grills,grill,ms
grimed,grime,vd
grimes,grime,vs
grimier,grimy,aj1
griming,grime,vg
grimmer,grim,aj1
grinds,grind,ms
gringos,gringo,ns
grinned,grin,vd
grins,grin,ms
griped,gripe,vd
gripers,griper,ns
gripes,gripe,ms
griping,gripe,vg
gripped,grip,vd
grips,grip,ms
grits,grit,vs
gritted,grit,vd
groaned,groan,vd
groans,groan,ms
groats,groat,ns
grocers,grocer,ns
groins,groin,ns
groomed,groom,vd
grooms,groom,ms
grooved,groove,vd
grooves,groove,ms
groped,grope,vd
gropers,groper,ns
gropes,grope,ms
groping,grope,vg
grossed,gross,vd
grosser,gross,aj1
grosses,gross,ns
grosses,gross,vs
ground,grind,vd
grounds,ground,ms
grouped,group,vd
groups,group,ms
groused,grouse,vd
grouses,grouse,vs
grouted,grout,vd
grouts,grout,vs
grovels,grovel,vs
groves,grove,ns
growers,grower,ns
growing,grow,vg
growled,growl,vd
growls,growl,ms
grown,grow,vn
grows,grow,vs
growths,growth,ns
grubbed,grub,vd
grubs,grub,ms
grudged,grudge,vd
grudges,grudge,ms
gruffer,gruff,aj1
grumps,grump,ns
grunted,grunt,vd
grunts,grunt,ms
guarded,guard,vd
guards,guard,ms
guavas,guava,ns
guessed,guess,vd
guesses,guess,ms
guested,guest,vd
guests,guest,ms
guffaws,guffaw,ms
guided,guide,vd
guiders,guider,ns
guides,guide,ms
guiding,guide,vg
guilds,guild,ns
guilted,guilt,vd
guilts,guilt,vs
guineas,guinea,ns
guises,guise,ns
guitars,guitar,ns
gulags,gulag,ns
gulches,gulch,ns
guldens,gulden,ns
gulfs,gulf,ns
gulled,gull,vd
gullets,gullet,ns
gullies,gully,ns
gulling,gull,vg
gulls,gull,ms
gulped,gulp,vd
gulpers,gulper,ns
gulping,gulp,vg
gulps,gulp,ms
gumbos,gumbo,ns
gummed,gum,vd
gummier,gummy,aj1
gumming,gum,vg
gums,gum,ms
gunmen,gunman,ns
gunned,gun,vd
gunnels,gunnel,ns
gunners,gunner,ns
gunning,gun,vg
guns,gun,ms
guppies,guppy,ns
gurgled,gurgle,vd
gurgles,gurgle,ms
gurneys,gurney,ns
gurus,guru,ns
gushed,gush,vd
gushers,gusher,ns
gushes,gush,ms
gushier,gushy,aj1
gushing,gush,vg
gussets,gusset,ms
gussied,gussy,vd
gussies,gussy,vs
gusted,gust,vd
gustier,gusty,aj1
gusting,gust,vg
gusts,gust,ms
guts,gut,ms
gutsier,gutsy,aj1
gutted,gut,vd
gutters,gutter,ms
guttier,gutty,aj1
gutting,gut,vg
guvnors,guvnor,ns
guvs,guv,ns
guyed,guy,vd
guying,guy,vg
guys,guy,ms
guzzled,guzzle,vd
guzzles,guzzle,vs
gyms,gym,ns
gypped,gyp,vd
gyppers,gypper,ns
gypping,gyp,vg
gyps,gyp,ms
gypsies,gypsy,ns
gyrated,gyrate,vd
gyrates,gyrate,vs
gyros,gyro,ns
gyved,gyve,vd
gyves,gyve,ms
gyving,gyve,vg
habits,habit,ns
hacked,hack,vd
hackers,hacker,ns
hacking,hack,vg
hackles,hackle,ns
hacks,hack,ms
had,have,vd
hadiths,hadith,ns
hafts,haft,ns
haggled,haggle,vd
haggles,haggle,ms
hags,hag,ns
hailed,hail,vd
hailing,hail,vg
hails,hail,ms
hairdos,hairdo,ns
hairier,hairy,aj1
hairs,hair,ns
hajjes,hajj,ns
hajjis,hajji,ns
hakes,hake,ns
haled,hale,vd
haler,hale,aj1
hales,hale,vs
halest,hale,aj2
haling,hale,vg
halloos,halloo,ns
halloos,halloo,vs
hallows,hallow,vs
halls,hall,ns
haloed,halo,vd
haloing,halo,vg
halos,halo,ms
halted,halt,vd
halters,halter,ms
halting,halt,vg
halts,halt,ms
halved,halve,vd
halves,half,ns
halves,halve,vs
halving,halve,vg
hamlets,hamlet,ns
hammed,ham,vd
hammers,hammer,ms
hammier,hammy,aj1
hamming,ham,vg
hampers,hamper,ms
hams,ham,ms
handed,hand,vd
handier,handy,aj1
handing,hand,vg
handled,handle,vd
handles,handle,ms
hands,hand,ms
hangars,hangar,ns
hanged,hang,vd
hangers,hanger,ns
hanging,hang,vg
hangmen,hangman,ns
hangs,hang,ns
hangs,hang,vs
hankers,hanker,vs
hankies,hankie,ns
hanks,hank,ns
hansoms,hansom,ns
happens,happen,vs
happier,happy,aj1
harbors,harbor,ms
hardens,harden,vs
harder,hard,a1
hardest,hard,a2
hardier,hardy,aj1
hared,hare,vd
harems,harem,ns
hares,hare,ns
hares,hare,vs
haring,hare,vg
harked,hark,vd
harking,hark,vg
harks,hark,vs
harlots,harlot,ns
harmed,harm,vd
harming,harm,vg
harms,harm,vs
harped,harp,vd
harpies,harpy,ns
harping,harp,vg
harps,harp,ms
harried,harry,vd
harries,harry,vs
harrows,harrow,ms
harsher,harsh,aj1
harts,hart,ns
has,have,vs
hashed,hash,vd
hashes,hash,ms
hashing,hash,vg
hasps,hasp,ns
hassled,hassle,vd
hassles,hassle,ms
hast,have,vs2
hasted,haste,vd
hastens,hasten,vs
hastes,haste,vs
hastier,hasty,aj1
hasting,haste,vg
hatched,hatch,vd
hatches,hatch,ms
hated,hate,vd
haters,hater,ns
hates,hate,ms
hath,have,vs3
hating,hate,vg
hatpins,hatpin,ns
hatreds,hatred,ns
hats,hat,ms
hatted,hat,vd
hatters,hatter,ns
hatting,hat,vg
hauled,haul,vd
haulers,hauler,ns
hauling,haul,vg
hauls,haul,ms
haunted,haunt,vd
haunts,haunt,ms
havens,haven,ns
haves,have,ns
having,have,vg
hawed,haw,vd
hawing,haw,vg
hawked,hawk,vd
hawkers,hawker,ns
hawking,hawk,vg
hawks,hawk,ms
haws,haw,ms
hawsers,hawser,ns
hayed,hay,vd
haying,hay,vg
haymows,haymow,ns
hays,hay,vs
hazards,hazard,ms
hazed,haze,vd
hazels,hazel,ns
hazers,hazer,ns
hazes,haze,ms
hazier,hazy,aj1
haziest,hazy,aj2
hazing,haze,vg
hazings,hazing,ns
headed,head,vd
headers,header,ns
headier,heady,aj1
heading,head,vg
headmen,headman,ns
heads,head,ms
healed,heal,vd
healers,healer,ns
healing,heal,vg
heals,heal,vs
heaped,heap,vd
heaping,heap,vg
heaps,heap,ms
heard,hear,vd
hearers,hearer,ns
hearing,hear,vg
hears,hear,vs
hearses,hearse,ns
hearths,hearth,ns
hearts,heart,ns
heated,heat,vd
heaters,heater,ns
heaths,heath,ns
heating,heat,vg
heats,heat,ms
heaved,heave,vd
heavers,heaver,ns
heaves,heave,ms
heaves,heave,vs
heavier,heavy,a1
heavies,heavy,ns
heaving,heave,vg
heckled,heckle,vd
heckles,heckle,ms
hectors,hector,ms
hedged,hedge,vd
hedgers,hedger,ns
hedges,hedge,ms
hedging,hedge,vg
heeded,heed,vd
heeding,heed,vg
heeds,heed,vs
heehaws,heehaw,ns
heehaws,heehaw,vs
heeled,heel,vd
heeling,heel,vg
heels,heel,ms
hefted,heft,vd
heftier,hefty,aj1
hefting,heft,vg
hefts,heft,vs
hegiras,hegira,ns
heifers,heifer,ns
heights,height,ns
heirs,heir,ns
heisted,heist,vd
heists,heist,ms
held,hold,vd
helices,helix,ns
hellos,hello,ns
helmets,helmet,ns
helms,helm,ns
helots,helot,ns
helped,help,vd
helpers,helper,ns
helping,help,vg
helps,help,ms
helves,helve,ns
hemmed,hem,vd
hemmers,hemmer,ns
hemming,hem,vg
hems,hem,ms
hennaed,henna,vd
hennas,henna,vs
hens,hen,ns
her,she,pn1
her,she,pnd
heralds,herald,ms
herbals,herbal,ns
herbs,herb,ns
herded,herd,vd
herders,herder,ns
herding,herd,vg
herds,herd,ms
hermits,hermit,ns
hernias,hernia,ns
heroes,hero,ns
heroins,heroin,ns
herons,heron,ns
hers,she,pnp
herself,she,pnr0
heteros,hetero,ns
hewed,hew,vd
hewers,hewer,ns
hewing,hew,vg
hewn,hew,vn
hews,hew,vs
hexed,hex,vd
hexes,hex,ms
hexing,hex,vg
heydays,heyday,ns
hiccups,hiccup,ms
hickeys,hickey,ns
hicks,hick,ns
hid,hide,vd
hidden,hide,vn
hided,hide,vd
hiders,hider,ns
hides,hide,ms
hides,hide,vs
hiding,hide,vg
hidings,hiding,ns
hied,hie,vd
hieing,hie,vg
hies,hie,vs
higher,high,a1
highers,higher,ns
highest,high,a2
highs,high,ns
hijabs,hijab,ns
hijacks,hijack,ms
hiked,hike,vd
hikers,hiker,ns
hikes,hike,ms
hiking,hike,vg
hillier,hilly,aj1
hills,hill,ns
hilts,hilt,ns
him,he,pn1
himself,he,pnr0
hinders,hinder,vs
hinds,hind,ns
hinged,hinge,vd
hinges,hinge,ms
hinging,hinge,vg
hinted,hint,vd
hinters,hinter,ns
hinting,hint,vg
hints,hint,ms
hipped,hip,vd
hipper,hip,aj1
hippest,hip,aj2
hippies,hippie,ns
hipping,hip,vg
hippos,hippo,ns
hips,hip,ms
hired,hire,vd
hires,hire,ms
hiring,hire,vg
his,he,pnd
his,he,pnp
hissed,hiss,vd
hisses,hiss,ms
hissing,hiss,vg
hitched,hitch,vd
hitches,hitch,ms
hits,hit,ms
hitters,hitter,ns
hitting,hit,vg
hived,hive,vd
hives,hive,ms
hiving,hive,vg
hoagies,hoagie,ns
hoarded,hoard,vd
hoards,hoard,ms
hoarier,hoary,aj1
hoarser,hoarse,aj1
hoaxed,hoax,vd
hoaxers,hoaxer,ns
hoaxes,hoax,ms
hoaxing,hoax,vg
hobbies,hobby,ns
hobbits,hobbit,ns
hobbled,hobble,vd
hobbles,hobble,ms
hobnobs,hobnob,vs
hobos,hobo,ns
hobs,hob,ns
hocked,hock,vd
hocking,hock,vg
hocks,hock,ms
hods,hod,ns
hoed,hoe,vd
hoeing,hoe,vg
hoers,hoer,ns
hoes,hoe,ms
hogans,hogan,ns
hogged,hog,vd
hogging,hog,vg
hogs,hog,ns
hogs,hog,vs
hogtied,hogtie,vd
hogties,hogtie,vs
hoicked,hoick,vd
hoicks,hoick,vs
hoisted,hoist,vd
hoists,hoist,ms
hoked,hoke,vd
hokes,hoke,vs
hokier,hokey,aj1
hokiest,hokey,aj2
hoking,hoke,vg
holders,holder,ns
holding,hold,vg
holds,hold,ms
holdups,holdup,ns
holed,hole,vd
holes,hole,ms
holier,holy,aj1
holiest,holy,aj2
holing,hole,vg
hollers,holler,ms
hollies,holly,ns
hollows,hollow,ms
homages,homage,ns
hombres,hombre,ns
homed,home,vd
homered,homer,vd
homers,homer,ms
homes,home,ms
homeys,homey,ns
homier,homey,aj1
homiest,homey,aj2
homing,home,vg
homos,homo,ns
honchos,honcho,ns
honed,hone,vd
honers,honer,ns
hones,hone,ms
honeyed,honey,vd
honeys,honey,ms
honing,hone,vg
honked,honk,vd
honkers,honker,ns
honkies,honky,ns
honking,honk,vg
honks,honk,ms
honored,honor,vd
honors,honor,ms
hons,hon,ns
hooded,hood,vd
hoodies,hoodie,ns
hooding,hood,vg
hoodoos,hoodoo,ms
hoods,hood,ms
hoofed,hoof,vd
hoofers,hoofer,ns
hoofing,hoof,vg
hoofs,hoof,ns
hoofs,hoof,vs
hookahs,hookah,ns
hooked,hook,vd
hookers,hooker,ns
hooking,hook,vg
hooks,hook,ms
hookups,hookup,ns
hooped,hoop,vd
hooping,hoop,vg
hoops,hoop,ms
hooted,hoot,vd
hooters,hooter,ns
hooting,hoot,vg
hoots,hoot,ms
hoovers,hoover,vs
hooves,hoof,ns
hoped,hope,vd
hopes,hope,ms
hoping,hope,vg
hopped,hop,vd
hoppers,hopper,ns
hopping,hop,vg
hops,hop,ms
horas,hora,ns
horded,horde,vd
hordes,horde,ms
hording,horde,vg
hornets,hornet,ns
hornier,horny,aj1
horns,horn,ns
horrors,horror,ns
horsed,horse,vd
horses,horse,ns
horses,horse,vs
horsier,horsey,aj1
horsing,horse,vg
hos,ho,ns
hosed,hose,vd
hoses,hose,ns
hoses,hose,vs
hosiers,hosier,ns
hosing,hose,vg
hostas,hosta,ns
hosted,host,vd
hostels,hostel,ms
hosting,host,vg
hosts,host,ms
hotbeds,hotbed,ns
hotels,hotel,ns
hotkeys,hotkey,ns
hotpots,hotpot,ns
hots,hot,vs
hotted,hot,vd
hotter,hot,aj1
hottest,hot,aj2
hotties,hottie,ns
hotting,hot,vg
hounded,hound,vd
hounds,hound,ms
houris,houri,ns
hours,hour,ns
housed,house,vd
houses,house,ms
housing,house,vg
hove,heave,vd
hovels,hovel,ns
hovered,hover,vd
hovers,hover,vs
howdahs,howdah,ns
howled,howl,vd
howlers,howler,ns
howling,howl,vg
howls,howl,ms
hows,how,ns
hoydens,hoyden,ns
hubbies,hubby,ns
hubbubs,hubbub,ns
hubcaps,hubcap,ns
hubs,hub,ns
huddled,huddle,vd
huddles,huddle,ms
hues,hue,ns
huffed,huff,vd
huffier,huffy,aj1
huffing,huff,vg
huffs,huff,ms
huger,huge,aj1
hugest,huge,aj2
hugged,hug,vd
huggers,hugger,ns
hugging,hug,vg
hugs,hug,ms
hulas,hula,ns
hulks,hulk,ns
hulled,hull,vd
hullers,huller,ns
hulling,hull,vg
hulls,hull,ms
humaner,humane,aj1
humans,human,ns
humbled,humble,vd
humbler,humble,aj1
humbles,humble,vs
humbugs,humbug,ms
humeri,humerus,ns
hummed,hum,vd
hummers,hummer,ns
humming,hum,vg
humored,humor,vd
humors,humor,vs
humped,hump,vd
humphed,humph,vd
humphs,humph,vs
humping,hump,vg
humps,hump,ms
hums,hum,ms
hunched,hunch,vd
hunches,hunch,ms
hung,hang,vd
hungers,hunger,ms
hunkers,hunker,vs
hunkier,hunky,aj1
hunks,hunk,ns
hunted,hunt,vd
hunters,hunter,ns
hunting,hunt,vg
hunts,hunt,ms
hurdled,hurdle,vd
hurdles,hurdle,ms
hurled,hurl,vd
hurlers,hurler,ns
hurling,hurl,vg
hurls,hurl,ms
hurrahs,hurrah,ns
hurrahs,hurrah,vs
hurried,hurry,vd
hurries,hurry,vs
hurting,hurt,vg
hurtled,hurtle,vd
hurtles,hurtle,vs
hurts,hurt,ms
hushed,hush,vd
hushes,hush,ms
hushing,hush,vg
husked,husk,vd
huskers,husker,ns
huskier,husky,aj1
huskies,husky,ns
husking,husk,vg
husks,husk,ms
hussars,hussar,ns
hussies,hussy,ns
hustled,hustle,vd
hustles,hustle,ms
hutches,hutch,ns
huts,hut,ns
huzzahs,huzzah,ms
hybrids,hybrid,ns
hydras,hydra,ns
hyenas,hyena,ns
hymens,hymen,ns
hymnals,hymnal,ns
hymned,hymn,vd
hymning,hymn,vg
hymns,hymn,ms
hyped,hype,vd
hypes,hype,vs
hyphens,hyphen,ms
hyping,hype,vg
hypos,hypo,ns
iambics,iambic,ns
iambs,iamb,ns
ibexes,ibex,ns
ibises,ibis,ns
icecaps,icecap,ns
iced,ice,vd
icemen,iceman,ns
ices,ice,ms
icicles,icicle,ns
icier,icy,aj1
iciest,icy,aj2
icing,ice,vg
icings,icing,ns
ickier,icky,aj1
ickiest,icky,aj2
icons,icon,ns
ideals,ideal,ns
ideas,idea,ns
idioms,idiom,ns
idiots,idiot,ns
idled,idle,vd
idler,idle,aj1
idlers,idler,ns
idles,idle,ms
idlest,idle,aj2
idling,idle,vg
idols,idol,ns
ids,id,ns
idylls,idyll,ns
iffier,iffy,aj1
iffiest,iffy,aj2
ifs,if,ns
igloos,igloo,ns
ignited,ignite,vd
ignites,ignite,vs
ignored,ignore,vd
ignores,ignore,vs
iguanas,iguana,ns
ilea,ileum,ns
ilia,ilium,ns
ilks,ilk,ns
ills,ill,ns
imaged,image,vd
images,image,ms
imaging,image,vg
imagoes,imago,ns
imams,imam,ns
imbibed,imbibe,vd
imbibes,imbibe,vs
imbued,imbue,vd
imbues,imbue,vs
imbuing,imbue,vg
immured,immure,vd
immures,immure,vs
impacts,impact,ms
impairs,impair,vs
impalas,impala,ns
impaled,impale,vd
impales,impale,vs
imparts,impart,vs
impeded,impede,vd
impedes,impede,vs
impels,impel,vs
impends,impend,vs
implied,imply,vd
implies,imply,vs
imports,import,ms
imposed,impose,vd
imposes,impose,vs
imposts,impost,ns
improvs,improv,ns
imps,imp,ns
impugns,impugn,vs
imputed,impute,vd
imputes,impute,vs
inaner,inane,aj1
inanest,inane,aj2
inboxes,inbox,ns
inbred,inbreed,vd
inched,inch,vd
inches,inch,ms
inching,inch,vg
incised,incise,vd
incises,incise,vs
incited,incite,vd
incites,incite,vs
incomes,income,ns
incurs,incur,vs
indents,indent,ms
indexed,index,vd
indexes,index,ns
indexes,index,vs
indices,index,ns
indicts,indict,vs
indies,indie,ns
indited,indite,vd
indites,indite,vs
induced,induce,vd
induces,induce,vs
inducts,induct,vs
indwelt,indwell,vd
infants,infant,ns
infects,infect,vs
infers,infer,vs
infests,infest,vs
infills,infill,ns
infills,infill,vs
inflows,inflow,ns
informs,inform,vs
infused,infuse,vd
infuses,infuse,vs
ingests,ingest,vs
ingots,ingot,ns
inhaled,inhale,vd
inhales,inhale,vs
inhered,inhere,vd
inheres,inhere,vs
injects,inject,vs
injured,injure,vd
injures,injure,vs
inked,ink,vd
inkier,inky,aj1
inkiest,inky,aj2
inking,ink,vg
inks,ink,ms
inlaid,inlay,vd
inlays,inlay,ms
inlets,inlet,ns
inmates,inmate,ns
innings,inning,ns
inns,inn,ns
inputs,input,ms
inroads,inroad,ns
ins,in,ns
insaner,insane,aj1
inseams,inseam,ns
insects,insect,ns
inserts,insert,ms
insets,inset,ms
insides,inside,ns
insists,insist,vs
insoles,insole,ns
instars,instar,ns
insteps,instep,ns
insulas,insula,ns
insults,insult,ms
insured,insure,vd
insures,insure,vs
intakes,intake,ns
intends,intend,vs
intents,intent,ns
interns,intern,ns
interns,intern,vs
inters,inter,vs
intoned,intone,vd
intones,intone,vs
intros,intro,ns
intuits,intuit,vs
inured,inure,vd
inures,inure,vs
inuring,inure,vg
invaded,invade,vd
invades,invade,vs
invents,invent,vs
inverts,invert,ms
invests,invest,vs
invited,invite,vd
invites,invite,ms
invoked,invoke,vd
invokes,invoke,vs
iodides,iodide,ns
iodized,iodize,vd
iodizes,iodize,vs
ionized,ionize,vd
ionizes,ionize,vs
ions,ion,ns
iotas,iota,ns
ipecacs,ipecac,ns
irises,iris,ns
irked,irk,vd
irking,irk,vg
irks,irk,vs
ironed,iron,vd
ironies,irony,ns
ironing,iron,vg
irons,iron,ms
irrupts,irrupt,vs
islands,island,ns
isles,isle,ns
islets,islet,ns
isms,ism,ns
isobars,isobar,ns
isomers,isomer,ns
issued,issue,vd
issuers,issuer,ns
issues,issue,ms
issuing,issue,vg
itched,itch,vd
itches,itch,ms
itchier,itchy,aj1
itching,itch,vg
items,item,ns
its,it,pnd
its,it,pnp
itself,it,pnr0
ivies,ivy,ns
ivories,ivory,ns
jabbed,jab,vd
jabbers,jabber,vs
jabbing,jab,vg
jabots,jabot,ns
jabs,jab,ms
jackals,jackal,ns
jacked,jack,vd
jackets,jacket,ns
jacking,jack,vg
jacks,jack,ms
jaded,jade,vd
jades,jade,ms
jading,jade,vg
jags,jag,ns
jaguars,jaguar,ns
jailed,jail,vd
jailers,jailer,ns
jailing,jail,vg
jails,jail,ms
jambs,jamb,ns
jammed,jam,vd
jammers,jammer,ns
jammier,jammy,aj1
jamming,jam,vg
jams,jam,ms
jangled,jangle,vd
jangles,jangle,ms
japans,japan,ms
japed,jape,vd
japes,jape,ms
japing,jape,vg
jarfuls,jarful,ns
jarred,jar,vd
jarring,jar,vg
jars,jar,ms
jatos,jato,ns
jaunted,jaunt,vd
jaunts,jaunt,ms
jawed,jaw,vd
jawing,jaw,vg
jaws,jaw,ms
jays,jay,ns
jazzed,jazz,vd
jazzes,jazz,vs
jazzier,jazzy,aj1
jazzing,jazz,vg
jeeps,jeep,ns
jeered,jeer,vd
jeering,jeer,vg
jeers,jeer,ms
jejuna,jejunum,ns
jelled,jell,vd
jellied,jelly,vd
jellies,jelly,ms
jelling,jell,vg
jells,jell,vs
jemmied,jemmy,vd
jemmies,jemmy,ns
jemmies,jemmy,vs
jennets,jennet,ns
jennies,jenny,ns
jerked,jerk,vd
jerkier,jerky,aj1
jerking,jerk,vg
jerkins,jerkin,ns
jerks,jerk,ms
jerseys,jersey,ns
jested,jest,vd
jesters,jester,ns
jesting,jest,vg
jests,jest,ms
jets,jet,ms
jetted,jet,vd
jetties,jetty,ns
jetting,jet,vg
jeweled,jewel,vd
jewels,jewel,ms
jibbed,jib,vd
jibbing,jib,vg
jibed,jibe,vd
jibes,jibe,ms
jibes,jibe,ns
jibes,jibe,vs
jibing,jibe,vg
jibs,jib,ms
jiffies,jiffy,ns
jiffs,jiff,ns
jigged,jig,vd
jiggers,jigger,ms
jigging,jig,vg
jiggled,jiggle,vd
jiggles,jiggle,ms
jigs,jig,ms
jigsaws,jigsaw,ms
jihadis,jihadi,ns
jihads,jihad,ns
jilted,jilt,vd
jilting,jilt,vg
jilts,jilt,ms
jimmied,jimmy,vd
jimmies,jimmy,ms
jingled,jingle,vd
jingles,jingle,ms
jinked,jink,vd
jinking,jink,vg
jinks,jink,vs
jinnis,jinni,ns
jinxed,jinx,vd
jinxes,jinx,ms
jinxing,jinx,vg
jitneys,jitney,ns
jitters,jitter,vs
jived,jive,vd
jives,jive,vs
jiving,jive,vg
jobbed,job,vd
jobbers,jobber,ns
jobbing,job,vg
jobs,job,ms
jockeys,jockey,ms
jocks,jock,ns
joeys,joey,ns
jogged,jog,vd
joggers,jogger,ns
jogging,jog,vg
joggled,joggle,vd
joggles,joggle,ms
jogs,jog,ms
johns,john,ns
joined,join,vd
joiners,joiner,ns
joining,join,vg
joins,join,ms
jointed,joint,vd
joints,joint,ms
joists,joist,ns
joked,joke,vd
jokers,joker,ns
jokes,joke,ms
jokier,jokey,aj1
jokiest,jokey,aj2
joking,joke,vg
jollied,jolly,vd
jollier,jolly,a1
jollies,jolly,ms
jolted,jolt,vd
jolters,jolter,ns
jolting,jolt,vg
jolts,jolt,ms
joshed,josh,vd
joshers,josher,ns
joshes,josh,ms
joshing,josh,vg
jostled,jostle,vd
jostles,jostle,ms
jots,jot,ms
jotted,jot,vd
jotters,jotter,ns
jotting,jot,vg
joules,joule,ns
jounced,jounce,vd
jounces,jounce,ms
journos,journo,ns
jousted,joust,vd
jousts,joust,ms
jowlier,jowly,aj1
jowls,jowl,ns
joyed,joy,vd
joying,joy,vg
joyrode,joyride,vd
joys,joy,ms
judders,judder,vs
judged,judge,vd
judges,judge,ms
judging,judge,vg
jugfuls,jugful,ns
jugged,jug,vd
jugging,jug,vg
juggled,juggle,vd
juggles,juggle,ms
